D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_180.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_180.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_180.jpg, 0, 0, 0, 7.860114E-05
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_280.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_280.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_280.jpg, 0, 0, 0, 7.819883E-05
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_384.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_384.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_384.jpg, 0, 0, 0, 8.068598E-05
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_484.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_484.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_484.jpg, 0, 0, 0, 7.7975E-05
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_589.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_589.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_589.jpg, 0, 0, 0, 7.827648E-05
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_694.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_694.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_694.jpg, 0, 0.051879, 0, 0.009588147
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_799.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_799.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_799.jpg, 0, 0.3492402, 0, 0.2581576
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_04_901.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_04_901.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_04_901.jpg, 0, 0.6461647, 0, 0.8545126
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_005.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_005.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_005.jpg, -0.0505506, 0.9436234, 0, 1.873566
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_108.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_108.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_108.jpg, -0.378564, 1, 0, 3.287473
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_213.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_213.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_213.jpg, -0.08132666, 1, 0, 4.463198
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_314.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_314.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_314.jpg, 0, 1, 0, 5.621964
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_415.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_415.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_415.jpg, 0, 1, 0, 6.771964
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_519.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_519.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_519.jpg, -0.2193339, 1, 0, 7.899966
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_620.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_620.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_620.jpg, -0.3602772, 1, 0, 8.982443
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_728.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_728.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_728.jpg, -0.0001709852, 1, 0, 10.3187
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_833.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_833.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_833.jpg, 0, 1, 0, 11.51762
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_05_939.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_05_939.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_05_939.jpg, -0.0889857, 1, 0, 12.48748
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_040.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_040.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_040.jpg, -0.3910704, 1, 0, 13.57504
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_143.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_143.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_143.jpg, -0.1606842, 1, 0, 14.53531
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_244.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_244.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_244.jpg, 0, 1, 0, 15.66286
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_348.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_348.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_348.jpg, -0.2648346, 1, 0, 16.90735
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_450.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_450.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_450.jpg, -0.3323472, 1, 0, 17.83427
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_551.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_551.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_551.jpg, -0.044928, 1, 0, 18.87059
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_652.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_652.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_652.jpg, 0, 1, 0, 19.90008
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_758.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_758.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_758.jpg, -0.1108587, 1, 0, 20.88784
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_860.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_860.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_860.jpg, -0.1579365, 1, 0, 21.86576
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_06_966.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_06_966.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_06_966.jpg, 0, 1, 0, 23.04605
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_069.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_069.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_069.jpg, -0.1849287, 1, 0, 24.00825
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_172.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_172.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_172.jpg, -0.4789919, 1, 0, 24.85472
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_276.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_276.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_276.jpg, -0.788072, 1, 0, 25.51908
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_381.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_381.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_381.jpg, -0.7331674, 0.8473409, 0, 26.13239
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_484.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_484.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_484.jpg, -0.4244904, 0.538664, 0, 26.73098
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_589.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_589.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_589.jpg, -0.06407578, 0.1782494, 0, 26.96236
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_691.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_691.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_691.jpg, 0, 0, 0, 26.7354
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_795.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_795.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_795.jpg, 0.1479873, 0, 0, 26.4464
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_897.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_897.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_897.jpg, 0.1433982, 0, 0, 26.11452
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_07_998.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_07_998.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_07_998.jpg, 0, 0, 0, 25.84908
D:\Danh sach mon hoc\Project 2\Data\IMG\center_2025_05_14_11_39_08_099.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\left_2025_05_14_11_39_08_099.jpg, D:\Danh sach mon hoc\Project 2\Data\IMG\right_2025_05_14_11_39_08_099.jpg, 0, 0, 0, 25.58804
